Index,IQ,CGPA,Placement
5173,107,6.81,0
5174,70,5.24,0
5175,121,6.66,1
5176,91,7.72,1
5177,120,7.65,1
5178,99,9.53,1
5179,81,6.72,1
5180,93,4.0,0
5181,93,5.7,0
5182,102,6.79,0
5183,101,4.34,0
5184,70,6.39,1
5185,89,7.8,1
5186,70,6.59,0
5187,103,6.79,1
5188,133,7.2,1
5189,126,4.29,0
5190,70,9.32,1
5191,114,7.22,1
5192,106,7.18,1
5193,95,6.73,0
5194,106,4.73,0
5195,121,6.37,0
5196,88,4.74,0
5197,101,5.87,0
5198,107,9.39,1
5199,70,8.28,1
5200,108,5.72,0
5201,126,5.76,0
5202,108,8.01,1
5203,89,5.8,0
5204,123,7.4,1
5205,114,6.26,0
5206,142,6.3,1
5207,93,6.64,0
5208,102,10.0,1
5209,113,4.1,0
5210,122,6.06,0
5211,104,6.82,1
5212,135,6.27,0
5213,87,7.08,0
5214,96,7.89,1
5215,105,5.54,0
5216,70,7.13,1
5217,107,7.51,1
5218,103,6.87,0
5219,96,6.87,0
5220,117,5.88,0
5221,106,7.84,1
5222,115,4.0,0
5223,127,6.13,1
5224,91,4.07,0
5225,96,6.3,0
5226,93,6.78,0
5227,113,7.75,1
5228,121,7.14,1
5229,109,7.26,1
5230,116,4.84,0
5231,113,6.4,0
5232,102,5.63,0
5233,89,7.25,1
5234,90,6.9,1
5235,125,5.21,0
5236,86,4.9,0
5237,113,7.0,1
5238,118,5.65,0
5239,91,5.9,0
5240,117,7.64,0
5241,98,7.02,1
5242,125,4.0,0
5243,97,4.0,0
5244,114,6.84,1
5245,128,7.41,1
5246,105,4.0,0
5247,106,7.66,1
5248,91,8.11,1
5249,119,8.19,1
5250,121,7.0,1
5251,110,6.63,1
5252,103,8.18,1
5253,118,7.83,1
5254,125,6.3,0
5255,111,6.78,1
5256,103,6.51,0
5257,101,5.67,0
5258,124,5.08,1
5259,103,5.43,0
5260,98,6.69,1
5261,92,7.81,1
5262,83,7.57,1
5263,87,8.47,1
5264,70,7.67,1
5265,101,6.36,0
5266,93,8.87,1
5267,111,7.7,1
5268,89,8.22,1
5269,95,8.04,0
5270,78,9.25,0
5271,98,7.16,1
5272,134,4.48,0
5273,116,6.61,0
5274,119,4.87,1
5275,81,5.21,0
5276,133,6.37,1
5277,126,6.38,0
5278,98,8.72,1
5279,133,7.83,1
5280,105,5.61,0
5281,160,8.23,1
5282,95,9.0,1
5283,133,9.37,1
5284,88,5.39,0
5285,109,6.01,0
5286,133,6.79,1
5287,127,6.17,0
5288,101,5.9,1
5289,106,6.89,1
5290,86,7.38,1
5291,107,8.14,1
5292,100,6.63,1
5293,118,5.79,1
5294,94,8.33,1
5295,111,9.57,1
5296,121,9.14,1
5297,104,7.7,1
5298,93,5.95,0
5299,92,5.64,0
5300,113,7.0,1
5301,115,4.87,0
5302,125,6.52,0
5303,102,5.45,0
5304,90,6.01,0
5305,112,4.57,0
5306,96,5.89,0
5307,96,8.73,1
5308,122,6.11,1
5309,106,6.59,0
5310,87,6.74,0
5311,115,7.73,0
5312,86,7.36,0
5313,86,6.2,0
5314,99,8.99,1
5315,99,8.42,1
5316,91,9.4,1
5317,105,5.6,0
5318,112,7.68,1
5319,117,8.08,0
5320,83,7.61,1
5321,107,6.17,0
5322,99,8.35,1
5323,119,9.68,1
5324,109,10.0,1
5325,105,7.9,1
5326,79,8.39,0
5327,98,8.49,1
5328,94,8.03,1
5329,86,7.18,1
5330,86,7.69,1
5331,99,6.39,1
5332,122,6.4,0
5333,113,8.03,1
5334,91,6.15,1
5335,132,6.12,1
5336,100,6.95,0
5337,116,5.06,0
5338,123,7.0,0
5339,92,7.78,1
5340,105,10.0,1
5341,101,5.66,0
5342,110,6.12,1
5343,126,7.69,1
5344,94,8.56,0
5345,121,7.46,0
5346,94,6.67,0
5347,120,5.56,0
5348,105,7.73,1
5349,85,7.74,1
5350,124,6.58,0
5351,97,7.33,1
5352,105,7.84,1
5353,90,6.38,1
5354,130,4.0,0
5355,108,8.09,1
5356,78,7.62,1
5357,84,4.95,0
5358,107,7.9,1
5359,98,6.7,1
5360,101,5.45,0
5361,121,5.66,0
5362,106,7.14,1
5363,77,7.0,0
5364,94,9.14,1
5365,91,6.84,0
5366,86,7.54,0
5367,115,8.57,1
5368,121,9.91,1
5369,116,5.97,1
5370,102,7.92,0
5371,103,8.95,1
5372,117,6.08,0
5373,92,8.13,0
5374,115,5.29,0
5375,105,8.67,1
5376,126,8.85,1
5377,87,5.33,0
5378,88,6.9,1
5379,102,7.49,0
5380,88,6.73,1
5381,100,8.68,1
5382,131,8.8,1
5383,88,6.73,1
5384,97,8.07,1
5385,93,5.85,0
5386,107,5.84,0
5387,103,4.61,0
5388,97,4.0,0
5389,93,9.16,1
5390,88,7.51,1
5391,93,7.51,1
5392,83,9.22,1
5393,101,6.8,1
5394,119,5.74,0
5395,97,6.54,1
5396,104,7.83,0
5397,82,4.9,0
5398,132,5.61,0
5399,96,6.02,0
5400,126,7.44,1
5401,146,6.91,1
5402,126,6.14,0
5403,91,8.8,1
5404,124,9.46,0
5405,124,4.83,0
5406,92,7.51,0
5407,102,7.0,0
5408,115,8.33,1
5409,104,6.07,1
5410,87,5.85,1
5411,103,5.11,0
5412,105,8.4,1
5413,106,9.61,1
5414,102,4.0,0
5415,117,8.99,1
5416,111,8.27,1
5417,70,7.15,1
5418,90,6.44,0
5419,70,8.24,1
5420,128,8.0,1
5421,103,7.59,1
5422,109,8.35,1
5423,90,6.71,0
5424,86,4.93,1
5425,98,6.57,1
5426,127,8.57,1
5427,97,7.99,1
5428,104,5.21,0
5429,97,7.19,1
5430,94,5.36,0
5431,120,4.77,1
5432,102,5.77,1
5433,115,6.56,0
5434,91,6.35,0
5435,103,5.86,0
5436,145,4.89,0
5437,78,4.0,0
5438,107,8.57,1
5439,102,5.47,1
5440,118,5.06,0
5441,107,6.32,1
5442,117,6.53,0
5443,127,8.11,1
5444,80,7.28,1
5445,70,7.15,0
5446,101,5.53,0
5447,125,6.18,0
5448,92,7.86,1
5449,110,6.81,1
5450,70,4.81,0
5451,74,6.06,0
5452,92,5.83,0
5453,120,5.46,0
5454,94,4.0,0
5455,119,8.22,0
5456,86,6.83,0
5457,107,7.21,1
5458,93,6.49,1
5459,102,5.03,0
5460,90,7.3,0
5461,109,5.77,0
5462,109,7.01,1
5463,94,5.71,1
5464,127,6.82,0
5465,100,4.64,0
5466,118,7.8,1
5467,113,8.05,1
5468,119,6.89,0
5469,107,7.16,1
5470,125,6.67,1
5471,78,7.39,1
5472,76,6.52,1
5473,102,6.85,0
5474,82,8.07,1
5475,120,6.2,0
5476,86,4.99,0
5477,127,6.01,0
5478,82,7.05,1
5479,83,6.51,1
5480,70,8.67,1
5481,115,6.22,1
5482,113,6.68,1
5483,121,7.87,1
5484,107,5.83,1
5485,111,8.22,1
5486,105,9.05,0
5487,118,7.49,1
5488,92,5.67,0
5489,82,6.42,0
5490,131,7.36,0
5491,122,5.45,0
5492,141,6.69,1
5493,119,4.73,0
5494,107,7.26,1
5495,88,6.13,0
5496,122,9.34,1
5497,117,5.39,0
5498,108,5.91,0
5499,115,7.55,1
5500,91,8.11,1
5501,90,7.54,0
5502,112,6.83,0
5503,107,5.22,0
5504,103,6.91,1
5505,115,6.5,0
5506,102,9.35,1
5507,140,7.29,1
5508,91,4.78,0
5509,91,7.35,1
5510,107,8.59,0
5511,136,5.15,1
5512,96,8.11,1
5513,83,6.65,0
5514,108,4.91,0
5515,130,5.93,0
5516,127,8.22,1
5517,90,4.66,0
5518,110,7.31,1
5519,78,8.0,1
5520,117,6.14,0
5521,95,4.78,0
5522,93,7.9,1
5523,130,7.31,0
5524,126,5.92,0
5525,108,4.81,0
5526,126,9.83,1
5527,113,6.16,0
5528,86,4.0,0
5529,83,8.87,1
5530,83,8.61,1
5531,81,6.25,0
5532,116,5.08,0
5533,94,7.46,1
5534,96,6.5,1
5535,98,5.34,0
5536,102,4.82,0
5537,99,6.27,0
5538,130,4.45,0
5539,136,6.98,1
5540,95,7.09,0
5541,99,7.96,1
5542,83,6.12,1
5543,106,7.21,0
5544,121,5.95,1
5545,92,9.58,1
5546,91,7.57,0
5547,109,7.12,0
5548,129,8.05,1
5549,97,7.38,1
5550,121,8.42,1
5551,82,9.29,1
5552,95,7.37,1
5553,120,4.74,0
5554,108,8.25,1
5555,114,6.76,1
5556,106,6.54,0
5557,93,7.14,1
5558,102,6.35,0
5559,97,6.37,1
5560,110,6.55,0
5561,84,10.0,1
5562,97,7.52,1
5563,112,6.18,1
5564,105,6.36,1
5565,120,6.77,0
5566,121,8.15,1
5567,78,8.07,1
5568,91,7.15,1
5569,92,7.42,0
5570,88,6.6,1
5571,93,5.57,0
5572,117,7.7,0
5573,114,5.63,0
5574,99,8.37,1
5575,104,6.22,0
5576,106,5.3,0
5577,101,4.91,0
5578,111,6.81,0
5579,91,9.01,1
5580,108,6.12,0
5581,111,4.88,0
5582,122,9.27,1
5583,105,9.9,1
5584,95,5.93,0
5585,89,8.32,1
5586,112,6.44,0
5587,126,6.45,1
5588,103,7.07,1
5589,96,5.93,1
5590,91,4.34,0
5591,82,8.71,1
5592,112,7.55,1
5593,103,8.26,1
5594,125,7.67,0
5595,97,5.78,1
5596,98,5.68,1
5597,103,7.21,0
5598,118,6.84,0
5599,97,7.8,0
5600,137,6.82,1
5601,95,7.5,1
5602,137,8.64,1
5603,84,7.09,1
5604,113,5.4,0
5605,98,5.96,0
5606,76,7.72,0
5607,90,4.0,0
5608,127,7.17,0
5609,120,8.52,1
5610,135,7.95,1
5611,92,7.68,1
5612,112,5.84,0
5613,92,4.0,0
5614,82,6.95,1
5615,109,6.4,0
5616,112,7.83,1
5617,108,6.89,1
5618,111,7.73,1
5619,113,6.39,0
5620,118,8.06,0
5621,89,5.94,0
5622,141,6.32,0
5623,96,5.44,0
5624,73,8.69,1
5625,101,5.15,0
5626,125,7.08,1
5627,96,5.73,0
5628,107,9.45,1
5629,104,6.36,1
5630,110,7.63,1
5631,91,8.5,1
5632,118,8.57,1
5633,127,7.33,0
5634,104,6.77,0
5635,129,7.21,1
5636,110,10.0,1
5637,92,4.87,0
5638,108,6.15,0
5639,107,6.1,0
5640,121,7.75,1
5641,121,7.2,1
5642,93,6.25,0
5643,115,7.29,1
5644,87,8.8,1
5645,88,6.19,1
5646,99,6.34,0
5647,102,5.71,0
5648,121,7.24,0
5649,99,6.03,0
5650,124,6.59,1
5651,131,8.03,1
5652,134,7.49,0
5653,117,4.57,0
5654,79,6.15,0
5655,93,6.31,0
5656,94,7.56,1
5657,102,7.25,0
5658,85,7.49,1
5659,103,6.16,0
5660,105,7.14,1
5661,88,5.62,0
5662,107,7.69,1
5663,85,8.83,1
5664,86,7.27,0
5665,107,8.27,1
5666,116,7.21,1
5667,107,8.7,1
5668,91,4.53,0
5669,108,5.9,0
5670,98,6.61,1
5671,99,7.13,1
5672,87,7.48,1
5673,107,8.02,1
5674,112,7.8,1
5675,109,6.45,0
5676,100,7.46,1
5677,110,6.78,1
5678,105,6.89,1
5679,96,5.13,0
5680,100,7.04,1
5681,104,6.17,0
5682,112,5.96,1
5683,111,5.98,1
5684,141,6.06,0
5685,134,7.91,1
5686,103,5.63,1
5687,113,6.08,0
5688,85,8.18,1
5689,108,5.65,0
5690,119,6.86,1
5691,99,6.47,0
5692,115,7.92,1
5693,114,8.35,1
5694,97,8.68,1
5695,114,6.72,0
5696,121,4.0,0
5697,112,7.54,0
5698,107,4.0,0
5699,108,6.74,1
5700,112,6.76,0
5701,137,8.48,1
5702,99,6.47,0
5703,72,6.1,0
5704,100,6.14,0
5705,95,5.75,0
5706,111,7.57,1
5707,96,6.63,0
5708,72,7.35,1
5709,105,6.59,1
5710,98,9.31,1
5711,100,6.82,0
5712,114,6.48,0
5713,130,8.21,1
5714,95,9.15,1
5715,110,7.83,1
5716,106,8.07,0
5717,130,4.86,1
5718,120,6.67,1
5719,97,6.61,0
5720,123,9.56,1
5721,92,6.04,0
5722,89,5.15,0
5723,109,5.63,0
5724,87,5.27,0
5725,129,6.45,0
5726,123,6.37,1
5727,100,7.53,1
5728,131,5.61,1
5729,94,4.64,0
5730,111,7.2,0
5731,94,5.39,0
5732,122,9.05,1
5733,105,7.18,1
5734,89,6.83,1
5735,103,9.09,1
5736,91,6.7,1
5737,104,8.26,1
5738,142,8.47,1
5739,115,6.52,0
5740,124,8.21,1
5741,109,8.54,1
5742,83,7.14,0
5743,121,8.24,1
5744,88,5.7,0
5745,96,4.67,0
5746,96,9.31,1
5747,107,6.28,1
5748,110,6.23,0
5749,103,5.43,0
5750,77,6.6,1
5751,110,5.8,0
5752,91,6.77,1
5753,111,5.85,1
5754,106,7.84,1
5755,121,8.37,1
5756,116,7.1,0
5757,109,7.16,1
5758,103,5.73,0
5759,85,8.84,1
5760,108,7.58,1
5761,83,7.95,0
5762,95,5.75,0
5763,85,9.21,1
5764,111,6.49,0
5765,116,9.26,1
5766,88,8.97,0
5767,89,6.45,1
5768,121,8.0,1
5769,124,8.83,1
5770,98,9.96,1
5771,108,8.71,1
5772,97,6.91,1
5773,75,6.4,1
5774,97,8.96,1
5775,104,6.0,1
5776,144,9.42,1
5777,95,6.96,1
5778,86,6.91,1
5779,78,7.96,1
5780,96,9.17,0
5781,111,6.37,0
5782,95,7.78,0
5783,104,4.9,0
5784,111,6.5,0
5785,81,4.0,0
5786,115,5.32,0
5787,119,7.45,1
5788,116,6.2,0
5789,117,4.92,0
5790,98,8.1,1
5791,117,4.0,0
5792,114,4.91,0
5793,103,10.0,1
5794,125,6.25,1
5795,97,7.19,1
5796,130,8.79,1
5797,121,7.35,1
5798,101,5.81,0
5799,94,5.36,0
5800,114,6.54,0
5801,101,6.38,0
5802,103,6.92,0
5803,105,4.24,0
5804,84,5.34,0
5805,97,7.73,0
5806,76,6.92,1
5807,100,6.71,1
5808,116,4.6,0
5809,127,8.78,1
5810,113,9.12,1
5811,103,5.44,0
5812,151,4.6,0
5813,83,6.97,0
5814,103,4.07,0
5815,123,6.26,0
5816,102,7.05,1
5817,116,8.53,1
5818,100,8.06,1
5819,75,7.12,0
5820,94,5.99,0
5821,91,7.77,1
5822,101,5.53,0
5823,118,6.07,0
5824,82,5.76,0
5825,143,4.03,0
5826,111,5.94,1
5827,91,7.02,0
5828,123,5.85,1
5829,119,5.36,0
5830,77,5.28,0
5831,90,6.04,0
5832,96,7.95,1
5833,111,8.54,1
5834,128,8.08,1
5835,124,7.17,1
5836,109,8.36,1
5837,132,8.32,1
5838,89,6.55,1
5839,115,7.69,1
5840,106,7.81,1
5841,130,4.0,0
5842,104,8.2,1
5843,110,7.58,1
5844,100,8.25,1
5845,104,7.97,0
5846,111,6.25,0
5847,94,9.25,1
5848,81,5.13,0
5849,107,9.56,1
5850,105,5.32,0
5851,130,5.21,0
5852,110,6.77,0
5853,87,9.12,1
5854,105,10.0,0
5855,111,8.8,1
5856,84,4.54,0
5857,97,6.54,0
5858,119,5.71,1
5859,109,5.31,0
5860,126,7.4,1
5861,108,6.26,1
5862,92,7.1,1
5863,120,8.34,1
5864,109,7.26,1
5865,81,5.95,0
5866,87,7.85,1
5867,101,5.04,0
5868,70,6.57,1
5869,108,4.61,0
5870,89,5.66,0
5871,135,6.87,1
5872,107,8.11,1
5873,146,5.8,0
5874,128,8.88,1
5875,104,8.88,1
5876,115,6.28,1
5877,138,7.82,1
5878,101,7.23,1
5879,91,5.94,1
5880,120,6.32,0
5881,126,7.11,0
5882,107,6.89,1
5883,109,6.04,0
5884,123,4.93,0
5885,110,7.2,1
5886,96,8.14,0
5887,82,5.4,0
5888,90,9.05,1
5889,125,6.97,1
5890,87,8.19,1
5891,113,9.16,1
5892,103,7.26,1
5893,102,7.49,1
5894,124,4.68,0
5895,114,6.0,0
5896,73,5.69,1
5897,104,8.43,1
5898,115,5.8,0
5899,103,5.87,0
5900,102,6.95,0
5901,119,8.51,1
5902,109,5.08,1
5903,113,8.84,1
5904,123,5.36,0
5905,111,8.43,1
5906,103,7.76,1
5907,129,5.57,0
5908,105,9.18,1
5909,116,6.86,1
5910,81,4.0,0
5911,124,7.28,1
5912,128,7.26,1
5913,92,9.63,1
5914,90,5.16,0
5915,89,9.4,1
5916,126,7.48,1
5917,102,9.45,1
5918,91,4.39,0
5919,104,4.67,0
5920,96,6.81,1
5921,127,8.07,1
5922,110,6.89,0
5923,110,9.4,1
5924,81,6.84,1
5925,117,7.53,1
5926,100,6.5,1
5927,93,4.86,0
5928,99,7.03,0
5929,109,5.16,0
5930,96,7.35,0
5931,99,9.78,1
5932,93,9.46,0
5933,94,8.44,1
5934,99,7.07,1
5935,89,6.64,0
5936,105,7.3,0
5937,121,6.23,1
5938,112,7.26,0
5939,89,7.5,1
5940,100,4.0,0
5941,91,8.34,1
5942,96,7.82,1
5943,102,4.86,0
5944,103,5.07,0
5945,109,7.42,0
5946,115,6.55,1
5947,99,5.98,0
5948,74,8.03,1
5949,93,7.17,1
5950,92,5.61,0
5951,92,9.04,1
5952,74,7.56,1
5953,113,5.88,0
5954,93,6.21,0
5955,103,4.7,0
5956,86,7.09,1
5957,109,8.31,1
5958,70,5.63,0
5959,111,4.49,0
5960,106,6.92,1
5961,111,7.27,0
5962,105,7.73,0
5963,128,4.0,0
5964,101,7.74,1
5965,104,7.91,1
5966,94,6.38,1
5967,99,5.36,1
5968,111,6.98,1
5969,108,7.79,0
5970,78,5.6,0
5971,104,5.86,0
5972,134,7.06,1
5973,117,4.19,0
5974,119,5.9,0
5975,102,6.72,1
5976,136,6.13,0
5977,103,8.07,1
5978,112,5.58,1
5979,113,8.27,1
5980,117,5.58,0
5981,125,8.98,1
5982,108,6.2,0
5983,109,8.4,1
5984,100,7.52,1
5985,111,8.76,0
5986,116,4.65,0
5987,95,5.1,0
5988,110,5.4,0
5989,102,5.11,0
5990,106,5.45,0
5991,127,6.59,1
5992,135,5.14,0
5993,121,8.0,1
5994,109,5.98,1
5995,121,8.35,1
5996,94,7.07,0
5997,120,6.2,1
5998,85,8.18,1
5999,116,5.19,0
6000,109,5.71,0
6001,96,7.85,0
6002,79,5.42,0
6003,125,8.06,1
6004,129,6.05,0
6005,98,5.86,0
6006,104,5.0,0
6007,136,6.09,0
6008,118,7.19,1
6009,99,6.48,1
6010,117,4.36,0
6011,83,8.15,1
6012,86,7.61,0
6013,98,7.81,0
6014,85,8.61,1
6015,77,5.82,0
6016,102,6.28,0
6017,103,8.7,1
6018,111,8.43,1
6019,86,8.49,1
6020,107,5.91,0
6021,117,8.18,1
6022,116,7.6,1
6023,102,8.49,1
6024,110,5.67,0
6025,101,5.67,0
6026,84,6.94,0
6027,77,6.18,1
6028,111,6.51,1
6029,103,6.82,1
6030,118,5.85,1
6031,94,6.33,0
6032,113,5.22,0
6033,110,5.53,0
6034,125,5.94,0
6035,123,5.77,0
6036,100,5.28,0
6037,101,7.3,1
6038,117,7.48,1
6039,111,9.21,1
6040,115,6.58,1
6041,117,9.19,1
6042,99,5.48,0
6043,118,6.26,0
6044,147,8.31,1
6045,83,5.81,0
6046,89,9.04,1
6047,96,9.3,1
6048,143,7.0,1
6049,125,8.59,1
6050,102,7.52,1
6051,107,5.25,0
6052,105,8.57,1
6053,103,9.25,1
6054,76,4.0,0
6055,117,5.91,0
6056,129,5.26,1
6057,113,5.59,1
6058,100,6.26,1
6059,112,8.1,1
6060,95,8.55,1
6061,96,6.42,0
6062,117,7.17,0
6063,115,6.41,1
6064,105,7.45,0
6065,99,7.99,1
6066,95,4.74,1
6067,105,7.1,1
6068,97,4.88,0
6069,109,6.43,0
6070,70,8.37,1
6071,111,4.0,0
6072,89,6.09,1
6073,111,7.7,1
6074,117,7.15,1
6075,88,5.75,0
6076,117,7.81,1
6077,118,5.17,0
6078,101,9.16,1
6079,131,6.29,0
6080,107,5.82,1
6081,93,5.82,0
6082,91,5.72,1
6083,97,8.64,1
6084,94,7.07,0
6085,138,6.57,0
6086,119,8.09,1
6087,102,9.63,1
6088,98,5.9,0
6089,117,4.0,0
6090,101,9.94,1
6091,91,6.61,0
6092,96,6.69,1
6093,110,4.0,0
6094,95,8.22,1
6095,100,8.75,1
6096,90,9.24,1
6097,105,7.76,1
6098,103,4.94,0
6099,114,6.63,1
6100,110,5.57,0
6101,102,6.07,1
6102,94,5.94,1
6103,107,5.82,0
6104,125,7.21,1
6105,93,8.24,1
6106,93,5.15,0
6107,118,6.67,1
6108,103,7.64,0
6109,114,8.43,1
6110,104,7.96,1
6111,90,6.43,0
6112,92,9.36,1
6113,99,6.93,1
6114,121,8.63,1
6115,112,4.97,0
6116,111,5.65,1
6117,100,7.54,1
6118,87,9.37,1
6119,91,6.9,0
6120,123,6.33,0
6121,149,6.95,1
6122,107,7.15,1
6123,111,5.04,0
6124,116,4.34,0
6125,74,4.38,0
6126,109,8.66,1
6127,101,7.61,1
6128,107,5.12,0
6129,103,5.67,0
6130,107,8.45,1
6131,103,5.74,0
6132,116,7.51,0
6133,118,4.66,0
6134,85,6.75,1
6135,70,8.65,1
6136,81,6.94,1
6137,113,8.34,1
6138,98,5.51,1
6139,114,10.0,0
6140,94,6.6,1
6141,99,6.97,1
6142,105,5.89,0
6143,102,6.79,0
6144,131,5.62,1
6145,92,7.06,1
6146,108,8.35,1
6147,112,6.16,0
6148,91,8.47,1
6149,113,7.91,0
6150,95,7.85,0
6151,126,6.35,1
6152,136,5.81,0
6153,120,8.13,1
6154,97,6.47,0
6155,100,6.91,0
6156,115,7.02,1
6157,90,4.0,0
6158,116,8.65,1
6159,113,6.62,1
6160,109,9.33,1
6161,125,8.02,1
6162,74,8.1,1
6163,98,4.72,0
6164,105,4.98,0
6165,112,8.02,1
6166,122,6.68,1
6167,91,4.62,0
6168,121,4.85,0
6169,103,6.42,0
6170,110,7.95,1
6171,103,6.58,0
6172,111,6.9,1
6173,110,6.14,1
6174,88,6.22,0
6175,88,4.6,0
6176,79,4.98,0
6177,101,8.6,1
6178,103,7.36,1
6179,120,7.51,1
6180,104,7.34,1
6181,82,7.19,0
6182,99,9.0,1
6183,108,7.88,1
6184,100,7.82,1
6185,109,6.08,0
6186,142,6.99,1
6187,87,4.24,0
6188,114,6.24,0
6189,87,6.99,0
6190,96,9.17,1
6191,109,7.99,1
6192,102,4.8,0
6193,102,7.55,1
6194,95,6.52,1
6195,88,9.78,1
6196,87,6.99,0
6197,76,6.6,0
6198,105,7.33,0
6199,96,6.59,1
6200,104,6.26,0
6201,109,4.25,0
6202,139,5.28,0
6203,105,5.96,0
6204,107,8.83,1
6205,103,8.21,1
6206,81,6.94,1
6207,104,4.0,0
6208,102,4.24,0
6209,119,5.77,0
6210,104,5.9,0
6211,101,5.12,0
6212,111,6.86,1
6213,134,7.82,1
6214,102,7.11,1
6215,116,6.65,1
6216,107,6.77,1
6217,95,5.85,0
6218,96,6.39,0
6219,112,7.51,1
6220,115,4.2,0
6221,102,5.16,0
6222,100,7.77,1
6223,96,7.83,1
6224,123,6.31,0
6225,106,5.38,0
6226,100,6.33,0
6227,115,6.29,1
6228,105,8.11,0
6229,103,6.28,1
6230,93,5.56,1
6231,88,6.35,1
6232,99,7.96,0
6233,89,4.57,0
6234,87,7.85,0
6235,124,9.89,1
6236,88,7.88,0
6237,116,6.0,1
6238,106,5.1,0
6239,86,9.03,1
6240,112,6.14,1
6241,76,7.64,1
6242,91,4.64,0
6243,80,8.51,1
6244,88,7.15,0
6245,94,7.3,0
6246,129,6.86,0
6247,89,8.19,1
6248,125,5.84,0
6249,111,7.77,1
6250,94,6.64,1
6251,104,7.78,1
6252,121,5.21,0
6253,123,7.26,0
6254,87,5.34,0
6255,96,6.11,0
6256,89,7.18,1
6257,104,6.07,0
6258,88,7.48,1
6259,119,6.49,0
6260,101,6.22,1
6261,99,6.41,1
6262,112,9.13,1
6263,91,8.19,1
6264,127,8.18,1
6265,100,5.63,0
6266,80,8.68,1
6267,124,5.08,0
6268,97,5.0,0
6269,121,7.1,1
6270,111,7.07,1
6271,98,9.55,1
6272,128,7.47,1
6273,93,5.77,0
6274,137,9.33,1
6275,90,8.05,1
6276,72,7.2,0
6277,92,6.45,0
6278,104,6.68,1
6279,127,5.42,1
6280,100,6.65,0
6281,109,7.59,1
6282,108,7.23,1
6283,101,8.43,1
6284,86,7.39,1
6285,135,4.9,0
6286,83,6.35,1
6287,121,5.29,0
6288,105,7.18,1
6289,85,7.93,0
6290,121,7.27,1
6291,96,7.95,1
6292,97,5.21,0
6293,83,4.97,0
6294,98,4.93,0
6295,87,7.7,0
6296,99,9.53,1
6297,110,5.48,0
6298,96,6.48,1
6299,102,6.87,1
6300,100,7.32,1
6301,95,5.73,0
6302,83,4.57,0
6303,119,8.02,1
6304,101,5.26,1
6305,98,7.63,1
6306,76,5.45,0
6307,106,4.83,0
6308,105,4.83,0
6309,98,6.12,0
6310,94,6.82,0
6311,106,6.27,0
6312,118,7.97,0
6313,117,7.13,1
6314,99,5.57,0
6315,115,5.78,0
6316,94,7.09,1
6317,93,5.85,0
6318,103,6.2,0
6319,98,8.38,1
6320,102,4.83,0
6321,79,7.84,1
6322,116,6.84,1
6323,92,8.94,1
6324,106,6.08,1
6325,94,7.12,1
6326,92,7.96,1
6327,104,5.41,0
6328,109,4.81,0
6329,113,8.18,1
6330,124,9.17,1
6331,89,6.34,0
6332,109,6.83,0
6333,103,7.17,1
6334,99,5.99,0
6335,126,7.58,1
6336,116,7.05,1
6337,101,6.33,1
6338,82,7.49,1
6339,87,5.76,0
6340,91,7.04,1
6341,112,5.6,0
6342,107,7.12,1
6343,110,9.87,1
6344,95,4.0,1
6345,107,8.29,1
6346,105,8.38,1
6347,84,5.66,0
6348,106,6.48,0
6349,119,9.21,1
6350,92,6.59,1
6351,112,7.34,0
6352,98,7.34,0
6353,96,7.0,1
6354,106,5.71,1
6355,107,5.49,0
6356,107,8.13,1
6357,110,7.88,1
6358,86,6.74,0
6359,121,6.2,0
6360,98,6.14,1
6361,103,5.75,0
6362,107,7.41,0
6363,70,4.79,0
6364,113,4.0,0
6365,107,8.7,1
6366,112,6.92,1
6367,101,7.46,1
6368,95,7.14,0
6369,115,9.54,0
6370,103,8.03,1
6371,107,6.25,0
6372,103,6.86,0
6373,104,9.0,0
6374,86,6.59,1
6375,84,6.99,0
6376,95,7.01,1
6377,78,7.74,1
6378,90,4.28,0
6379,111,6.96,1
6380,121,5.5,0
6381,145,8.29,1
6382,106,7.18,0
6383,107,6.9,1
6384,96,8.92,1
6385,136,4.36,0
6386,81,5.11,0
6387,109,7.17,0
6388,71,8.87,1
6389,88,7.18,1
6390,100,7.01,1
6391,116,5.4,0
6392,114,8.49,1
6393,120,6.35,0
6394,126,8.72,1
6395,118,6.33,1
6396,97,9.57,1
6397,131,6.15,0
6398,90,7.98,0
6399,140,7.47,0
6400,97,7.56,1
6401,106,7.04,0
6402,105,6.27,0
6403,121,7.05,1
6404,83,7.39,0
6405,99,9.72,1
6406,116,7.8,1
6407,107,7.57,1
6408,94,7.22,0
6409,88,7.8,1
6410,82,6.05,0
6411,120,7.01,1
6412,95,8.02,1
6413,110,8.01,1
6414,83,7.62,0
6415,101,5.56,0
6416,90,9.79,1
6417,86,6.08,1
6418,141,5.56,0
6419,96,7.5,0
6420,87,6.53,1
6421,96,6.05,0
6422,100,5.21,0
6423,105,4.93,0
6424,118,8.8,1
6425,73,8.95,1
6426,93,7.02,0
6427,120,8.07,1
6428,100,7.28,1
6429,118,7.96,0
6430,70,6.98,0
6431,107,5.74,0
6432,111,6.3,0
6433,94,8.78,1
6434,109,6.5,1
6435,110,7.13,1
6436,126,5.05,0
6437,93,4.7,0
6438,114,6.77,0
6439,121,7.0,1
6440,122,6.63,1
6441,98,9.6,1
6442,112,5.9,0
6443,97,7.21,0
